chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
237,74571,iodoacetic acid,A haloacetic acid that is acetic acid in which one of the hydrogens of the methyl group is replaced by an iodine atom.,17759,CAS Registry Number,434-16-2,7dhchsterol,434-16-2,17759.0,"Human Metabolome Database (HMDB): 7-Dehydrocholesterol is a zoosterol (a sterol produced by animals rather than plants). It is a provitamin-D. The presence of this compound in skin enables humans to manufacture vitamin D3 from ultra-violet rays in the sun light, via an intermediate isomer provitamin D3. It is also found in breast milk.",7-Dehydrocholesterol,HMDB0000032,b,b,C01164,7-DEHYDRO-CHOLESTEROL,FDB021882,7dhchsterol,[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])=C3[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],UCTLRSWJYQTBFZ-DDPQNLDTSA-N,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25+,26+,27-/m1/s1"
238,10510,a,a,17759,CAS Registry Number,434-16-2,7dhchsterol,434-16-2,17759.0,"Human Metabolome Database (HMDB): 7-Dehydrocholesterol is a zoosterol (a sterol produced by animals rather than plants). It is a provitamin-D. The presence of this compound in skin enables humans to manufacture vitamin D3 from ultra-violet rays in the sun light, via an intermediate isomer provitamin D3. It is also found in breast milk.",7-Dehydrocholesterol,HMDB0000032,b,b,C01164,7-DEHYDRO-CHOLESTEROL,FDB021882,7dhchsterol,[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])=C3[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],UCTLRSWJYQTBFZ-DDPQNLDTSA-N,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25+,26+,27-/m1/s1"
239,74611,methyl (R)-lactate,A methyl lactate that has R configuration.,16359,CAS Registry Number,81-25-4,cholate,81-25-4,16359.0,"Human Metabolome Database (HMDB): Cholic acid is a major primary bile acid produced in the liver and is usually conjugated with glycine or taurine. It facilitates fat absorption and cholesterol excretion. Bile acids are steroid acids found predominantly in the bile of mammals. The distinction between different bile acids is minute, and depends only on the presence or absence of hydroxyl groups on positions 3, 7, and 12. Bile acids are physiological detergents that facilitate excretion, absorption, and transport of fats and sterols in the intestine and liver. Bile acids are also steroidal amphipathic molecules derived from the catabolism of cholesterol. They modulate bile flow and lipid secretion, are essential for the absorption of dietary fats and vitamins, and have been implicated in the regulation of all the key enzymes involved in cholesterol homeostasis. Bile acids recirculate through the liver, bile ducts, small intestine, and portal vein to form an enterohepatic circuit. They exist as anions at physiological pH, and consequently require a carrier for transport across the membranes of the enterohepatic tissues. The unique detergent properties of bile acids are essential for the digestion and intestinal absorption of hydrophobic nutrients. Bile acids have potent toxic properties (e.g. membrane disruption) and there are a plethora of mechanisms to limit their accumulation in blood and tissues (PMID: 11316487, 16037564, 12576301, 11907135). When present in sufficiently high levels, cholic acid can act as a hepatotoxin and a metabotoxin. A hepatotoxin causes damage to the liver or liver cells. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Among the primary bile acids, cholic acid is considered to be the least hepatotoxic while deoxycholic acid is the most hepatoxic (PMID: 1641875). The liver toxicity of bile acids appears to be due to their ability to peroxidate lipids and to lyse liver cells. Chronically high levels of cholic acid are associated with familial hypercholanemia. In hypercholanemia, bile acids, including cholic acid, are elevated in the blood. This disease causes liver damage, extensive itching, poor fat absorption, and can lead to rickets due to lack of calcium in bones. The deficiency of normal bile acids in the intestines results in a deficiency of vitamin K, which also adversely affects clotting of the blood. The bile acid ursodiol (ursodeoxycholic acid) can improve symptoms associated with familial hypercholanemia.",Cholic acid,HMDB0000619,b,b,C00695,b,FDB012810,cholate,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]21[H],BHQCQFFYRZLCQQ-OELDTZBJSA-M,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/p-1/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1"
240,4354,decursinol,"An organic heterotricyclic compound that is 7,8-dihydro-2H,6H-pyrano[3,2-g]chromen-2-one substituted by a beta-hydroxy group at position 7 and two methyl groups at position 8. It is isolated from the roots of Angelica gigas and has been found to possess significant inhibitory activity against acetylcholinesterase enzyme (EC 3.1.1.7).",16359,CAS Registry Number,81-25-4,cholate,81-25-4,16359.0,"Human Metabolome Database (HMDB): Cholic acid is a major primary bile acid produced in the liver and is usually conjugated with glycine or taurine. It facilitates fat absorption and cholesterol excretion. Bile acids are steroid acids found predominantly in the bile of mammals. The distinction between different bile acids is minute, and depends only on the presence or absence of hydroxyl groups on positions 3, 7, and 12. Bile acids are physiological detergents that facilitate excretion, absorption, and transport of fats and sterols in the intestine and liver. Bile acids are also steroidal amphipathic molecules derived from the catabolism of cholesterol. They modulate bile flow and lipid secretion, are essential for the absorption of dietary fats and vitamins, and have been implicated in the regulation of all the key enzymes involved in cholesterol homeostasis. Bile acids recirculate through the liver, bile ducts, small intestine, and portal vein to form an enterohepatic circuit. They exist as anions at physiological pH, and consequently require a carrier for transport across the membranes of the enterohepatic tissues. The unique detergent properties of bile acids are essential for the digestion and intestinal absorption of hydrophobic nutrients. Bile acids have potent toxic properties (e.g. membrane disruption) and there are a plethora of mechanisms to limit their accumulation in blood and tissues (PMID: 11316487, 16037564, 12576301, 11907135). When present in sufficiently high levels, cholic acid can act as a hepatotoxin and a metabotoxin. A hepatotoxin causes damage to the liver or liver cells. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Among the primary bile acids, cholic acid is considered to be the least hepatotoxic while deoxycholic acid is the most hepatoxic (PMID: 1641875). The liver toxicity of bile acids appears to be due to their ability to peroxidate lipids and to lyse liver cells. Chronically high levels of cholic acid are associated with familial hypercholanemia. In hypercholanemia, bile acids, including cholic acid, are elevated in the blood. This disease causes liver damage, extensive itching, poor fat absorption, and can lead to rickets due to lack of calcium in bones. The deficiency of normal bile acids in the intestines results in a deficiency of vitamin K, which also adversely affects clotting of the blood. The bile acid ursodiol (ursodeoxycholic acid) can improve symptoms associated with familial hypercholanemia.",Cholic acid,HMDB0000619,b,b,C00695,b,FDB012810,cholate,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]21[H],BHQCQFFYRZLCQQ-OELDTZBJSA-M,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/p-1/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1"
241,74645,2-methylthio-N(6)-dimethylallyladenine 5'-monophosphate residue,A nucleotide residue derived from 2-methylthio-N(6)-dimethylallyladenine 5'-monophosphate with linkages at the 3'- and 5'-positions.,17333,CAS Registry Number,617-12-9,chor,617-12-9,17333.0,"Human Metabolome Database (HMDB): Chorismic acid, more commonly known as its anionic form chorismate, is an important biochemical intermediate in plants and microorganisms. It is a precursor for the aromatic amino acids phenylalanine and tyrosine,indole, indole derivatives and tryptophan,2,3-dihydroxybenzoic acid (DHB) used for enterobactin biosynthesis,the plant hormone salicylic acid and many alkaloids and other aromatic metabolites. -- Wikipedia.",Chorismate,HMDB0012199,b,b,C00251,CPD-9517,FDB028846,b,b,b,b
242,74876,Trp-Trp,A dipeptide formed from two L-tryptophan residues.,27958,CAS Registry Number,50-36-2,coke,50-36-2,27958.0,"Human Metabolome Database (HMDB): An alkaloid ester extracted from the leaves of plants including coca. It is a local anesthetic and vasoconstrictor and is clinically used for that purpose, particularly in the eye, ear, nose, and throat. It also has powerful central nervous system effects similar to the amphetamines and is a drug of abuse. Cocaine, like amphetamines, acts by multiple mechanisms on brain catecholaminergic neurons; the mechanism of its reinforcing effects is thought to involve inhibition of dopamine uptake. [PubChem]",Cocaine,HMDB0015043,b,b,C01416,b,b,coke,[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)O[C@@]1([H])C([H])([H])[C@@]2([H])N(C([H])([H])[H])[C@]([H])(C([H])([H])C2([H])[H])[C@@]1([H])C(=O)OC([H])([H])[H],ZPUCINDJVBIVPJ-LJISPDSOSA-N,"InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13+,14-,15+/m0/s1"
243,11064,a,a,27958,CAS Registry Number,50-36-2,coke,50-36-2,27958.0,"Human Metabolome Database (HMDB): An alkaloid ester extracted from the leaves of plants including coca. It is a local anesthetic and vasoconstrictor and is clinically used for that purpose, particularly in the eye, ear, nose, and throat. It also has powerful central nervous system effects similar to the amphetamines and is a drug of abuse. Cocaine, like amphetamines, acts by multiple mechanisms on brain catecholaminergic neurons; the mechanism of its reinforcing effects is thought to involve inhibition of dopamine uptake. [PubChem]",Cocaine,HMDB0015043,b,b,C01416,b,b,coke,[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)O[C@@]1([H])C([H])([H])[C@@]2([H])N(C([H])([H])[H])[C@]([H])(C([H])([H])C2([H])[H])[C@@]1([H])C(=O)OC([H])([H])[H],ZPUCINDJVBIVPJ-LJISPDSOSA-N,"InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13+,14-,15+/m0/s1"
244,74894,N(3)-methylcytidine 5'-monophosphate(1-) residue,An organic anionic group obtained by deprotonation of the phosphate OH group of N(3)-methylcytidine 5'-monophosphate residue.,15346,CAS Registry Number,85-61-0,coa,85-61-0,1146900.0,"Human Metabolome Database (HMDB): Coenzyme A (CoA, CoASH, or HSCoA) is a coenzyme notable for its role in the synthesis and oxidization of fatty acids and the oxidation of pyruvate in the citric acid cycle. It is adapted from beta-mercaptoethylamine, panthothenate, and adenosine triphosphate. It is also a parent compound for other transformation products, including but not limited to, phenylglyoxylyl-CoA, tetracosanoyl-CoA, and 6-hydroxyhex-3-enoyl-CoA. Coenzyme A is synthesized in a five-step process from pantothenate and cysteine. In the first step pantothenate (vitamin B5) is phosphorylated to 4'-phosphopantothenate by the enzyme pantothenate kinase (PanK, CoaA, CoaX). In the second step, a cysteine is added to 4'-phosphopantothenate by the enzyme phosphopantothenoylcysteine synthetase (PPC-DC, CoaB) to form 4'-phospho-N-pantothenoylcysteine (PPC). In the third step, PPC is decarboxylated to 4'-phosphopantetheine by phosphopantothenoylcysteine decarboxylase (CoaC). In the fourth step, 4'-phosphopantetheine is adenylylated to form dephospho-CoA by the enzyme phosphopantetheine adenylyl transferase (CoaD). Finally, dephospho-CoA is phosphorylated using ATP to coenzyme A by the enzyme dephosphocoenzyme A kinase (CoaE). Since coenzyme A is, in chemical terms, a thiol, it can react with carboxylic acids to form thioesters, thus functioning as an acyl group carrier. CoA assists in transferring fatty acids from the cytoplasm to the mitochondria. A molecule of coenzyme A carrying an acetyl group is also referred to as acetyl-CoA. When it is not attached to an acyl group, it is usually referred to as 'CoASH' or 'HSCoA'. Coenzyme A is also the source of the phosphopantetheine group that is added as a prosthetic group to proteins such as acyl carrier proteins and formyltetrahydrofolate dehydrogenase. Acetyl-CoA is an important molecule itself. It is the precursor to HMG CoA which is a vital component in cholesterol and ketone synthesis. Furthermore, it contributes an acetyl group to choline to produce acetylcholine in a reaction catalysed by choline acetyltransferase. Its main task is conveying the carbon atoms within the acetyl group to the citric acid cycle to be oxidized for energy production (Wikipedia).",Coenzyme A,HMDB0001423,b,b,C00010,CO-A,FDB022614,CoA,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,RGJOEKWQDUBAIZ-IBOSZNHHSA-J,"InChI=1S/C21H36N7O16P3S/c1-21(2,16(31)19(32)24-4-3-12(29)23-5-6-48)8-41-47(38,39)44-46(36,37)40-7-11-15(43-45(33,34)35)14(30)20(42-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-31,48H,3-8H2,1-2H3,(H,23,29)(H,24,32)(H,36,37)(H,38,39)(H2,22,25,26)(H2,33,34,35)/p-4/t11-,14-,15-,16+,20-/m1/s1"
245,11004,a,a,15346,CAS Registry Number,85-61-0,coa,85-61-0,1146900.0,"Human Metabolome Database (HMDB): Coenzyme A (CoA, CoASH, or HSCoA) is a coenzyme notable for its role in the synthesis and oxidization of fatty acids and the oxidation of pyruvate in the citric acid cycle. It is adapted from beta-mercaptoethylamine, panthothenate, and adenosine triphosphate. It is also a parent compound for other transformation products, including but not limited to, phenylglyoxylyl-CoA, tetracosanoyl-CoA, and 6-hydroxyhex-3-enoyl-CoA. Coenzyme A is synthesized in a five-step process from pantothenate and cysteine. In the first step pantothenate (vitamin B5) is phosphorylated to 4'-phosphopantothenate by the enzyme pantothenate kinase (PanK, CoaA, CoaX). In the second step, a cysteine is added to 4'-phosphopantothenate by the enzyme phosphopantothenoylcysteine synthetase (PPC-DC, CoaB) to form 4'-phospho-N-pantothenoylcysteine (PPC). In the third step, PPC is decarboxylated to 4'-phosphopantetheine by phosphopantothenoylcysteine decarboxylase (CoaC). In the fourth step, 4'-phosphopantetheine is adenylylated to form dephospho-CoA by the enzyme phosphopantetheine adenylyl transferase (CoaD). Finally, dephospho-CoA is phosphorylated using ATP to coenzyme A by the enzyme dephosphocoenzyme A kinase (CoaE). Since coenzyme A is, in chemical terms, a thiol, it can react with carboxylic acids to form thioesters, thus functioning as an acyl group carrier. CoA assists in transferring fatty acids from the cytoplasm to the mitochondria. A molecule of coenzyme A carrying an acetyl group is also referred to as acetyl-CoA. When it is not attached to an acyl group, it is usually referred to as 'CoASH' or 'HSCoA'. Coenzyme A is also the source of the phosphopantetheine group that is added as a prosthetic group to proteins such as acyl carrier proteins and formyltetrahydrofolate dehydrogenase. Acetyl-CoA is an important molecule itself. It is the precursor to HMG CoA which is a vital component in cholesterol and ketone synthesis. Furthermore, it contributes an acetyl group to choline to produce acetylcholine in a reaction catalysed by choline acetyltransferase. Its main task is conveying the carbon atoms within the acetyl group to the citric acid cycle to be oxidized for energy production (Wikipedia).",Coenzyme A,HMDB0001423,b,b,C00010,CO-A,FDB022614,CoA,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,RGJOEKWQDUBAIZ-IBOSZNHHSA-J,"InChI=1S/C21H36N7O16P3S/c1-21(2,16(31)19(32)24-4-3-12(29)23-5-6-48)8-41-47(38,39)44-46(36,37)40-7-11-15(43-45(33,34)35)14(30)20(42-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-31,48H,3-8H2,1-2H3,(H,23,29)(H,24,32)(H,36,37)(H,38,39)(H2,22,25,26)(H2,33,34,35)/p-4/t11-,14-,15-,16+,20-/m1/s1"
246,74952,d(pT)3,A single-stranded DNA oligonucleotide composed of three deoxythymidylic acid residues connected by 3'->5' phosphodiester linkages and terminated by a 5'-phosphate.,15439,CAS Registry Number,2624-63-7,cpppg3,2624-63-7,15439.0,"Human Metabolome Database (HMDB): Coproporphyrinogen III is a porphyrin metabolite arising from heme synthesis. Porphyrins are pigments found in both animal and plant life. Coproporphyrinogen III is a tetrapyrrole dead-end product resulting from the spontaneous oxidation of the methylene bridges of coproporphyrinogen arising from heme synthesis. It is secreted in feces and urine. Coproporphyrinogen III is biosynthesized from the tetrapyrrole hydroxymethylbilane, which is converted by the action of uroporphyrinogen III synthase to uroporphyrinogen III. Uroporphyrinogen III is subsequently converted into coproporphyrinogen III through a series of four decarboxylations. Increased levels of coproporphyrinogens can indicate congenital erythropoietic porphyria or sideroblastic anemia, which are inherited disorders. Porphyria is a pathological state characterized by abnormalities of porphyrin metabolism and results in the excretion of large quantities of porphyrins in the urine and in extreme sensitivity to light. A large number of factors are capable of increasing porphyrin excretion, owing to different and multiple causes and etiologies: (1) the main site of the chronic hepatic porphyria disease process concentrates on the liver, (2) a functional and morphologic liver injury is almost regularly associated with this chronic porphyria, and (3) the toxic form due to occupational and environmental exposure takes mainly a subclinical course. Hepatic factors include disturbance in coproporphyrinogen metabolism, which results from inhibition of coproporphyrinogen oxidase as well as from the rapid loss and diminished utilization of coproporphyrinogen in the hepatocytes. This may also explain why coproporphyrin, its autoxidation product, predominates physiologically in the urine. Decreased biliary excretion of coproporphyrin leading to a compensatory urinary excretion. Therefore, the coproporphyrin ring isomer ratio (1:III) becomes a sensitive index for impaired liver function, intrahepatic cholestasis, and disturbed activity of hepatic uroporphyrinogen decarboxylase. In itself, secondary coproporphyrinuria is not associated with porphyria symptoms of a hepatologic-gastroenterologic, neurologic, or dermatologic order, even though coproporphyrinuria can occur with such symptoms (PMID: 3327428). Under certain conditions, coproporphyrinogen III can act as a phototoxin, a neurotoxin, and a metabotoxin. A phototoxin leads to cell damage upon exposure to light. A neurotoxin causes damage to nerve cells and nerve tissues. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Chronically high levels of porphyrins are associated with porphyrias such as porphyria variegate, acute intermittent porphyria, hereditary coproporphyria (HCP), congenital erythropoietic porphyria, and sideroblastic anemia. In particular, coproporphyrinogen III is accumulated and excreted excessively in the feces in acute intermittent porphyria, protoporphyria, and variegate porphyria. There are several types of porphyrias (most are inherited). Hepatic porphyrias are characterized by acute neurological attacks (seizures, psychosis, extreme back and abdominal pain, and an acute polyneuropathy), while the erythropoietic forms present with skin problems (usually a light-sensitive blistering rash and increased hair growth). The neurotoxicity of porphyrins may be due to their selective interactions with tubulin, which disrupt microtubule formation and cause neural malformations (PMID: 3441503).",Coproporphyrinogen III,HMDB0001261,b,b,C03263,COPROPORPHYRINOGEN_III,FDB022518,cpppg3,[H]N1C2=C(C(=C1C([H])([H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C2([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H],NIUVHXTXUXOFEB-UHFFFAOYSA-J,"InChI=1S/C36H44N4O8/c1-17-21(5-9-33(41)42)29-14-27-19(3)22(6-10-34(43)44)30(39-27)15-28-20(4)24(8-12-36(47)48)32(40-28)16-31-23(7-11-35(45)46)18(2)26(38-31)13-25(17)37-29/h37-40H,5-16H2,1-4H3,(H,41,42)(H,43,44)(H,45,46)(H,47,48)/p-4"
247,11211,a,a,15439,CAS Registry Number,2624-63-7,cpppg3,2624-63-7,15439.0,"Human Metabolome Database (HMDB): Coproporphyrinogen III is a porphyrin metabolite arising from heme synthesis. Porphyrins are pigments found in both animal and plant life. Coproporphyrinogen III is a tetrapyrrole dead-end product resulting from the spontaneous oxidation of the methylene bridges of coproporphyrinogen arising from heme synthesis. It is secreted in feces and urine. Coproporphyrinogen III is biosynthesized from the tetrapyrrole hydroxymethylbilane, which is converted by the action of uroporphyrinogen III synthase to uroporphyrinogen III. Uroporphyrinogen III is subsequently converted into coproporphyrinogen III through a series of four decarboxylations. Increased levels of coproporphyrinogens can indicate congenital erythropoietic porphyria or sideroblastic anemia, which are inherited disorders. Porphyria is a pathological state characterized by abnormalities of porphyrin metabolism and results in the excretion of large quantities of porphyrins in the urine and in extreme sensitivity to light. A large number of factors are capable of increasing porphyrin excretion, owing to different and multiple causes and etiologies: (1) the main site of the chronic hepatic porphyria disease process concentrates on the liver, (2) a functional and morphologic liver injury is almost regularly associated with this chronic porphyria, and (3) the toxic form due to occupational and environmental exposure takes mainly a subclinical course. Hepatic factors include disturbance in coproporphyrinogen metabolism, which results from inhibition of coproporphyrinogen oxidase as well as from the rapid loss and diminished utilization of coproporphyrinogen in the hepatocytes. This may also explain why coproporphyrin, its autoxidation product, predominates physiologically in the urine. Decreased biliary excretion of coproporphyrin leading to a compensatory urinary excretion. Therefore, the coproporphyrin ring isomer ratio (1:III) becomes a sensitive index for impaired liver function, intrahepatic cholestasis, and disturbed activity of hepatic uroporphyrinogen decarboxylase. In itself, secondary coproporphyrinuria is not associated with porphyria symptoms of a hepatologic-gastroenterologic, neurologic, or dermatologic order, even though coproporphyrinuria can occur with such symptoms (PMID: 3327428). Under certain conditions, coproporphyrinogen III can act as a phototoxin, a neurotoxin, and a metabotoxin. A phototoxin leads to cell damage upon exposure to light. A neurotoxin causes damage to nerve cells and nerve tissues. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Chronically high levels of porphyrins are associated with porphyrias such as porphyria variegate, acute intermittent porphyria, hereditary coproporphyria (HCP), congenital erythropoietic porphyria, and sideroblastic anemia. In particular, coproporphyrinogen III is accumulated and excreted excessively in the feces in acute intermittent porphyria, protoporphyria, and variegate porphyria. There are several types of porphyrias (most are inherited). Hepatic porphyrias are characterized by acute neurological attacks (seizures, psychosis, extreme back and abdominal pain, and an acute polyneuropathy), while the erythropoietic forms present with skin problems (usually a light-sensitive blistering rash and increased hair growth). The neurotoxicity of porphyrins may be due to their selective interactions with tubulin, which disrupt microtubule formation and cause neural malformations (PMID: 3441503).",Coproporphyrinogen III,HMDB0001261,b,b,C03263,COPROPORPHYRINOGEN_III,FDB022518,cpppg3,[H]N1C2=C(C(=C1C([H])([H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C([H])([H])C1=C(C(=C(N1[H])C2([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H],NIUVHXTXUXOFEB-UHFFFAOYSA-J,"InChI=1S/C36H44N4O8/c1-17-21(5-9-33(41)42)29-14-27-19(3)22(6-10-34(43)44)30(39-27)15-28-20(4)24(8-12-36(47)48)32(40-28)16-31-23(7-11-35(45)46)18(2)26(38-31)13-25(17)37-29/h37-40H,5-16H2,1-4H3,(H,41,42)(H,43,44)(H,45,46)(H,47,48)/p-4"
248,74971,1-oleoyl-sn-glycero-3-phosphoethanolamine zwitterion,A 1-acyl-sn-glycero-3-phosphoethanolamine zwitterion obtained by transfer of a proton from the amino to the phosphate group of 1-oleoyl-sn-glycero-3-phosphoethanolamine.,16962,CAS Registry Number,53-06-5,cortsn,53-06-5,16962.0,"Human Metabolome Database (HMDB): Cortisone is a naturally occurring glucocorticoid. It has been used in replacement therapy for adrenal insufficiency and as an anti-inflammatory agent. Cortisone itself is inactive. It is converted in the liver to the active metabolite hydrocortisone. (From Martindale, The Extra Pharmacopoeia, 30th ed, p726) -- Pubchem; Cortisone is a hormone. Chemically it is a corticosteroid with formula C21H28O5 and IUPAC name 17-hydroxy-11-dehydrocorticosterone. It is closely related to corticosterone. -- Wikipedia; One of cortisone's effects on the body, and a potentially harmful side effect when administered clinically, is the suppression of the immune system. This is an explanation for the apparent correlation between high stress and sickness. -- Wikipedia.",Cortisone,HMDB0002802,b,b,C00762,CORTISONE,FDB023065,cortsn,[H]OC([H])([H])C(=O)[C@@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C(=O)C([H])([H])[C@]12C([H])([H])[H],MFYSYFVPBJMHGN-ZPOLXVRWSA-N,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1"
249,11261,a,a,16962,CAS Registry Number,53-06-5,cortsn,53-06-5,16962.0,"Human Metabolome Database (HMDB): Cortisone is a naturally occurring glucocorticoid. It has been used in replacement therapy for adrenal insufficiency and as an anti-inflammatory agent. Cortisone itself is inactive. It is converted in the liver to the active metabolite hydrocortisone. (From Martindale, The Extra Pharmacopoeia, 30th ed, p726) -- Pubchem; Cortisone is a hormone. Chemically it is a corticosteroid with formula C21H28O5 and IUPAC name 17-hydroxy-11-dehydrocorticosterone. It is closely related to corticosterone. -- Wikipedia; One of cortisone's effects on the body, and a potentially harmful side effect when administered clinically, is the suppression of the immune system. This is an explanation for the apparent correlation between high stress and sickness. -- Wikipedia.",Cortisone,HMDB0002802,b,b,C00762,CORTISONE,FDB023065,cortsn,[H]OC([H])([H])C(=O)[C@@]1(O[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C(=O)C([H])([H])[C@]12C([H])([H])[H],MFYSYFVPBJMHGN-ZPOLXVRWSA-N,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1"
