name,description,hmdb,moldb_smiles,moldb_formula,moldb_inchi,moldb_inchikey,moldb_iupac,moldb_logp,moldb_pka,moldb_average_mass,moldb_mono_mass,moldb_alogps_solubility,moldb_alogps_logp,moldb_alogps_logs,moldb_acceptor_count,moldb_donor_count,moldb_rotatable_bond_count,moldb_polar_surface_area,moldb_refractivity,moldb_polarizability,moldb_traditional_iupac,moldb_formal_charge,moldb_physiological_charge,moldb_pka_strongest_basic,moldb_pka_strongest_acidic,moldb_bioavailability,moldb_number_of_rings,moldb_rule_of_five,moldb_ghose_filter,moldb_veber_rule,moldb_mddr_like_rule,mdbid,panel_marker_id
30,Acetoacetic acid,"Acetoacetic acid (AcAc) is a weak organic acid and can be produced in the human liver under certain conditions of poor metabolism leading to excessive fatty acid breakdown (diabetes mellitus leading to diabetic ketoacidosis), it is then partially converted to acetone by decarboxylation and excreted either in urine or through respiration. Acetoacetate is a ketone body. Ketone bodies are the water-soluble molecules (acetoacetate, beta-hydroxybutyrate, and the spontaneous breakdown product of acetoacetate, acetone) containing the ketone group that are produced by the liver from fatty acids during periods of low food intake (fasting), carbohydrate restrictive diets, starvation, prolonged intense exercise, alcoholism, or in untreated (or inadequately treated) type 1 diabetes mellitus. Persistent mild hyperketonemia with moderately high levels of acetoacetate is a common finding in newborns. Acetoacetate and other ketone bodies serve as an indispensable source of energy for extrahepatic tissues. Another important function of ketone bodies is to provide acetoacetyl-CoA and acetyl-CoA for synthesis of cholesterol, fatty acids, and complex lipids. During the early postnatal period, acetoacetate (AcAc) and beta-hydroxybutyrate are preferred over glucose as substrates for synthesis of phospholipids and sphingolipids in accord with requirements for brain growth and myelination. Thus, during the first 2 wk of postnatal development, when the accumulation of cholesterol and phospholipids accelerates, the proportion of ketone bodies incorporated into these lipids increases. On the other hand, an increased proportion of ketone bodies are utilized for cerebroside synthesis during the period of active myelination. In the lung, AcAc serves better than glucose as a precursor for the synthesis of lung phospholipids. The synthesized lipids, particularly dipalmityl phosphatidylcholine, are incorporated into surfactant, and thus have a potential role in supplying adequate surfactant lipids to maintain lung function during the early days of life (PMID 3884391). Acetoacetate is also present in the metabolism of those undergoing starvation or prolonged physical exertion as part of gluconeogenesis. When ketone bodies are measured by way of urine concentration, acetoacetic acid, along with beta-hydroxybutyric acid or acetone, is what is detected.↵",HMDB0000060,CC(=O)CC(O)=O,C4H6O3,"1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)",WDJHALXBUFZDSR-UHFFFAOYSA-N,3-oxobutanoic acid,-0.0014917456666668494,15.223356862546826,102.0886,102.031694058,2.40e+02 g/l,-0.47,0.37,3,1,2,54.37,22.5389,9.179267520270244,acetoacetic acid,0,-1,-7.473176600242656,4.024917062647246,1,0,1,0,0,0,MDB00000041,"5179,5199,5200,5212,5338,5346,5360,5416,5440,5441,5446"
31,L-Carnitine,"Carnitine is is a quaternary ammonium compound involved in fatty acid metabolism. It is also classified as an amino acid, but it is not an essential amino acid; it can be synthesized in the body. Because carnitine is particuarly important in providing energy to muscles including the heart-that some researchers are now recommending carnitine supplements in the diet, particularly for people who do not consume much red meat, the main food source for carnitine. Carnitine has been described as a vitamin, an amino acid, or a metabimin, i.e., an essential metabolite. Like the B vitamins, carnitine contains nitrogen and is very soluble in water. However, unlike other B vitamins, it can be synthesized in the body. Almost all animals, including humans, make their own carnitine. As a result carnitine is no longer considered a vitamin. Nevertheless, in certain circumstances-such as deficiencies of methionine, lysine or vitamin C or kidney dialysis--carnitine shortages develop. Under these conditions, carnitine must be absorbed from food, and for this reason it is sometimes referred to as a ""metabimin"" or a conditionally essential metabolite. Like the other amino acids used or manufactured by the body, carnitine is an amine. But like choline, carnitine is also an alcohol (specifically, a trimethylated carboxy-alcohol). Thus, carnitine is an unusual amino acid and has different functions than most other amino acids, which are most usually employed by the body in the synthesis of protein. Carnitine is an essential factor in fatty acid metabolism in mammals. Its most important known metabolic function is to transport fat into the mitochondria of muscle cells, including those in the heart, for oxidation. This is how the heart gets most of its energy. In humans, about 25% of carnitine is synthesized in the liver, kidney and brain via the amino acids, lysine and methionine. Most of the carnitine in the body comes from dietary sources such as red meat and dairy products. Inborn errors of carnitine metabolism can lead to brain deterioration like that of Reye's syndrome, gradually worsening muscle weakness, Duchenne-like muscular dystrophy and extreme muscle weakness with fat accumulation in muscles. Borurn et al. (1979) describe carnitine as an essential nutrient for pre-term babies, certain types (non-ketotic) of hypoglycemics, kidney dialysis patients, cirrhosis, and in kwashiorkor, type IV hyperlipidemia, heart muscle disease (cardiomyopathy), and propionic or organic aciduria (acid urine resulting from genetic or other anomalies). In all these conditions and the inborn errors of carnitine metabolism, carnitine is essential to life and carnitine supplements are valuable. carnitine therapy may also be useful in a wide variety of clinical conditions. carnitine supplementation has improved some patients who have angina secondary to coronary artery disease. It may be worth a trial in any form of hyperlipidemia or muscle weakness. carnitine supplements may be useful in many forms of toxic or metabolic liver disease and in cases of heart muscle disease. Hearts undergoing severe arrhythmia quickly deplete their stores of carnitine. Athletes, particularly in Europe, have used carnitine supplements for improved endurance. carnitine may improve muscle building by improving fat utilization and may even be useful in treating obesity. carnitine joins a long list of nutrients which may be of value in treating pregnant women, hypothyroid individuals, and male infertility due to low motility of sperm. Even the Physician's Desk Reference gives indication for carnitine supplements as ""improving the tolerance of ischemic heart disease, myocardial insufficiencies, and type IV hyperlipoproteinemia. carnitine deficiency is noted in abnormal liver function, renal dialysis patients, and severe to moderate muscular weakness with associated anorexia."" (http://www.dcnutrition.com).↵",HMDB0000062,C[N+](C)(C)C[C@H](O)CC([O-])=O,C7H15NO3,"1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m1/s1",PHIQHXFUZVPYII-ZCFIWIBFSA-N,(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,-4.887506048138412,13.524970024955305,161.1989,161.105193351,5.33e+00 g/l,-2.90,-1.60,3,1,4,60.36,63.48530000000001,16.92647114441721,L-carnitine,0,0,-3.569523257122939,4.196175564563187,1,0,1,0,0,0,MDB00000043,"5234,5236,5237,5291,5304,5313,5338,5360,5421,5438,5450,5477,5524,5553"
32,Cortisol,"Cortisol is the main glucocorticoid secreted by the adrenal cortex and it is involved in the stress response. Its synthetic counterpart hydrocortisone is used, either as an injection or topically, in the treatment of inflammation, allergy, collagen diseases, asthma, adrenocortical deficiency, shock, and some neoplastic conditions. Synthetic cortisol known as hydrocortisone is synthesized from pregnenolone and is used as an immunosuppressive drug given by injection in the treatment of severe allergic reactions such as anaphylaxis and angioedema, in place of prednisolone in patients who need steroid treatment but cannot take oral medication, and peri-operatively in patients on long-term steroid treatment to prevent an Addisonian crisis. Cortisol inhibits production of interleukin (IL)-12, interferon (IFN)-gamma, IFN-alpha, and tumor-necrosis-factor (TNF)-alpha by antigen-presenting cells (APCs) and T helper (Th)1 cells, but upregulates IL-4, IL-10, and IL-13 by Th2 cells. In addition to its immunosuppressive effects, cortisol increases glomerular filtration rate, and renal plasma flow from the kidneys thus increasing phosphate excretion, as well as increasing sodium and water retention and potassium excretion. Cortisol works with adrenaline to create memories of short-term emotional events. This is the proposed mechanism for the formation and storage of “flash bulb” memories. Cortisol increases blood pressure, blood sugar levels, may cause infertility in women, and suppresses the immune system. The amount of cortisol present in the serum undergoes diurnal variation, with the highest levels present in the early morning, in response to stress and low blood-glucose concentrations. In adults (>18 years old) undergoing a period of stress, cortisol is found to be significantly increased in the saliva at a concentration of 8.69 μM (PMID: 15257879) compared to normal adults at a concentration of 2.35 μM (PMID: 15257879). It is found in lower levels in the evening, several hours after the onset of sleep. Cortisol is found to be associated with ACTH deficiency and glucocorticoid deficiency, which are inborn errors of metabolism. Blood cortisol levels in children between 2-17 year old are found to be significantly decreased in those with ACTH deficiency at a concentration of 0.22 μM (p = 0.022) compared to normal individuals with a concentration of 0.46 μM (PMID : 23705938). In adult individuals with glucocorticoid deficiency, blood cortisol levels are found to be significantly elevated where disease individuals have cortisol concentrations of 0.84 (0.68 - 0.99) μM compared to normal individuals with a cortisol concentration of 0.14 (0 - 0.28) μM (PMID : 2165347). Cortisol binds to the cytosolic glucocorticoid receptor. After binding the receptor, the newly formed receptor-ligand complex translocates itself into the cell nucleus where it binds to many glucocorticoid response elements (GRE) in the promoter region of the target genes. The DNA-bound receptor then interacts with basic transcription factors, causing the increase in expression of specific target genes. The anti-inflammatory actions of corticosteroids are thought to involve lipocortins, phospholipase A2 inhibitory proteins which, through inhibition of arachidonic acid, control the biosynthesis of prostaglandins and leukotrienes. Specifically, glucocorticoids induce lipocortin-1 (annexin-1) synthesis, which then binds to cell membranes and prevents phospholipase A2 from coming into contact with its substrate arachidonic acid. This leads to diminished eicosanoid production. The cyclooxygenase (both COX-1 and COX-2) expression is also suppressed, potentiating the effect. In other words, the two main products of inflammation, prostaglandins and leukotrienes, are inhibited by the action of glucocorticoids. Glucocorticoids also stimulate the escape of lipocortin-1 into the extracellular space, where it binds to the leukocyte membrane receptors and inhibits various inflammatory events: epithelial adhesion, emigration, chemotaxis, phagocytosis, respiratory burst, and the release of various inflammatory mediators (lysosomal enzymes, cytokines, tissue plasminogen activator, chemokines, etc.) from neutrophils, macrophages, and mastocytes. Additionally, the immune system is suppressed by corticosteroids due to a decrease in the function of the lymphatic system, a reduction in immunoglobulin and complement concentrations, the precipitation of lymphocytopenia, and interference with antigen-antibody binding.",HMDB0000063,[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H30O5,"1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21+/m0/s1",JYGXADMDTFJGBT-CZFMHFDVSA-N,"(1S,2R,10S,11S,14R,15S,17S)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",1.2751664346666671,13.86524229374907,362.4599,362.20932407,1.99e-01 g/l,1.79,-3.26,5,3,2,94.83000000000001,97.39999999999998,39.44944821309214,"(1S,2R,10S,11S,14R,15S,17S)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",0,0,-2.846864231895191,12.58472695897974,1,4,1,1,0,0,MDB00000044,"5194,5257,5277,5328,5360,5369,5403,5404,5405,5406,5415,5438,5465,5466"
33,Creatine,"Creatine is an amino acid that occurs in vertebrate tissues and in urine. In muscle tissue, creatine generally occurs as phosphocreatine. Creatine is excreted as creatinine in the urine. Creatine functions as part of the cell's energy shuttle. The high energy phosphate group of ATP is transferred to creatine to form phosphocreatine in the following reaction: Cr + ATP <-> PCr + ADP. This reaction is reversibly catalyzed by creatine kinase. In the human body creatine is synthesized mainly in the liver by the use of parts from three different amino acids - arginine, glycine, and methionine. 95% of it is later stored in the skeletal muscles, with the rest in the brain, heart, testes.↵",HMDB0000064,CN(CC(O)=O)C(N)=N,C4H9N3O2,"1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)",CVSVTCORWBXHQV-UHFFFAOYSA-N,2-(N-methylcarbamimidamido)acetic acid,-2.8642238844128185,,131.1332,131.069476547,4.11e+00 g/l,-1.59,-1.50,5,3,2,90.41,42.0127,12.170880209535248,creatine,0,0,12.429771248504041,3.501029063602651,1,0,1,0,0,0,MDB00000045,"5244,5263,5304,5324,5338,5440,5478,5481,5482,5513"
34,Cholesterol,"Cholesterol is a sterol (a combination steroid and alcohol) and a lipid found in the cell membranes of all body tissues and transported in the blood plasma of all animals. The name originates from the Greek chole- (bile) and stereos (solid), and the chemical suffix -ol for an alcohol. This is because researchers first identified cholesterol in solid form in gallstones in 1784. In the body, cholesterol can exist in either the free form or as an ester with a single fatty acid (of 10-20 carbons in length) covalently attached to the hydroxyl group at position 3 of the cholesterol ring. Due to the mechanism of synthesis, plasma cholesterol esters tend to contain relatively high proportions of polyunsaturated fatty acids. Most of the cholesterol consumed as a dietary lipid exists as cholesterol esters. Cholesterol esters have a lower solubility in water than cholesterol and are more hydrophobic. They are hydrolyzed by the pancreatic enzyme cholesterol esterase to produce cholesterol and free fatty acids. Cholesterol has vital structural roles in membranes and in lipid metabolism in general. It is a biosynthetic precursor of bile acids, vitamin D, and steroid hormones (glucocorticoids, estrogens, progesterones, androgens and aldosterone). In addition, it contributes to the development and functioning of the central nervous system, and it has major functions in signal transduction and sperm development. Cholesterol is a ubiquitous component of all animal tissues where much of it is located in the membranes, although it is not evenly distributed. The highest proportion of unesterified cholesterol is in the plasma membrane (roughly 30-50% of the lipid in the membrane or 60-80% of the cholesterol in the cell), while mitochondria and the endoplasmic reticulum have very low cholesterol contents. Cholesterol is also enriched in early and recycling endosomes, but not in late endosomes. The brain contains more cholesterol than any other organ where it comprises roughly a quarter of the total free cholesterol in the human body. Of all the organic constituents of blood, only glucose is present in a higher molar concentration than cholesterol. Cholesterol esters appear to be the preferred form for transport in plasma and as a biologically inert storage (de-toxified) form. They do not contribute to membranes but are packed into intracellular lipid particles. Cholesterol molecules (i.e. cholesterol esters) are transported throughout the body via lipoprotein particles. The largest lipoproteins, which primarily transport fats from the intestinal mucosa to the liver, are called chylomicrons. They carry mostly triglyceride fats and cholesterol that are from food, especially internal cholesterol secreted by the liver into the bile. In the liver, chylomicron particles give up triglycerides and some cholesterol. They are then converted into low-density lipoprotein (LDL) particles, which carry triglycerides and cholesterol on to other body cells. In healthy individuals, the LDL particles are large and relatively few in number. In contrast, large numbers of small LDL particles are strongly associated with promoting atheromatous disease within the arteries. (Lack of information on LDL particle number and size is one of the major problems of conventional lipid tests.). In conditions with elevated concentrations of oxidized LDL particles, especially small LDL particles, cholesterol promotes atheroma plaque deposits in the walls of arteries, a condition known as atherosclerosis, which is a major contributor to coronary heart disease and other forms of cardiovascular disease. There is a worldwide trend to believe that lower total cholesterol levels tend to correlate with lower atherosclerosis event rates (though some studies refute this idea). As a result, cholesterol has become a very large focus for the scientific community trying to determine the proper amount of cholesterol needed in a healthy diet. However, the primary association of atherosclerosis with cholesterol has always been specifically with cholesterol transport patterns, not total cholesterol per se. For example, total cholesterol can be low, yet made up primarily of small LDL and small HDL particles and atheroma growth rates are high. In contrast, however, if LDL particle number is low (mostly large particles) and a large percentage of the HDL particles are large (HDL is actively reverse transporting cholesterol), then atheroma growth rates are usually low, even negative, for any given total cholesterol concentration. These effects are further complicated by the relative concentration of asymmetric dimethylarginine (ADMA) in the endothelium since ADMA down-regulates production of nitric oxide, a relaxant of the endothelium. Thus, high levels of ADMA, associated with highly oxidized levels of LDL, pose a heightened risk factor for vascular disease. Chronically high levels of cholesterol are associated with at least five inborn errors of metabolism, including cerebrotendinous xanthomatosis, cholesteryl ester storage disease, congenital lipoid adrenal hyperplasia, hypercholesterolemia, and Zellweger syndrome. Blood cholesterol ester levels are significantly elevated in individuals with hypercholesterolemia at a concentration of 5700.0 (5200.0-6200.0) μM compared to normal individuals with blood cholesterol ester concentrations of 2596.6 (0 - 5193.3) μM (PMID: 3422148). Cholesterol ester levels are also significantly elevated in individuals with Gallstone disease at a concentration of 16700 (14100-19300) uM compared to normal individuals at a concentration of 11500(10000-13000) uM (PMID: 8462368). This is as a result of inability of bile to break up excess cholesterol (PMID: 9412968). In chronically high levels, cholesterol can function as an atherogen (causes atherosclerosis and cardiovascular disease). Specifically, chronically high levels (from diet or from genetic predisposition or from diseases such as hyperlipidemia) of cholesterol and cholesterol esters lead to an excess of low-density lipoprotein (LDL) particles. In healthy individuals, the LDL particles are large and relatively few in number. In contrast, large numbers of small LDL particles are strongly associated with promoting atheromatous disease within the arteries. In conditions with elevated concentrations of oxidized LDL particles, especially small LDL particles, cholesterol promotes atheroma plaque deposits in the walls of arteries, a condition known as atherosclerosis, which is a major contributor to coronary heart disease and other forms of cardiovascular disease. Resistin, a protein secreted by fat tissue, has been shown to increase the production of LDL in human liver cells and also degrades LDL receptors in the liver. As a result, the liver is less able to clear cholesterol from the bloodstream. Resistin accelerates the accumulation of LDL in arteries, increasing the risk of heart disease. Cholesterol is considered to be practically insoluble (in water) and basic.",HMDB0000067,[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(O)CC[C@]12C,C27H46O,"1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21?,22+,23-,24+,25+,26+,27-/m1/s1",HVYWMOMLDIMFJA-FNOPAARDSA-N,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",7.112889030666665,,386.6535,386.354866094,2.79e-05 g/l,7.02,-7.14,1,1,5,20.23,120.61649999999993,50.641441246997644,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",0,0,-1.3972437702926293,18.20428950550382,1,4,0,0,1,0,MDB00000046,"5234,5262,5265,5347,5348,5358,5360,5398,5444,5525,5539"
35,Epinephrine,"Epinephrine, also known as adrenaline, is a catecholamine, a sympathomimetic monoamine derived from the amino acids, phenylalanine and tyrosine. It is the active sympathomimetic hormone secreted from the adrenal medulla in most species. It stimulates both the alpha- and beta- adrenergic systems, causes systemic vasoconstriction and gastrointestinal relaxation, stimulates the heart, and dilates bronchi and cerebral vessels. Epinephrine, as a drug, is used to treat asthma and cardiac failure and to delay absorption of local anesthetics. Epinephrine also constricts arterioles in the skin and gut while dilating arterioles in leg muscles. Epinephrine elevates the blood sugar level by increasing hydrolysis of glycogen to glucose in the liver, and at the same time begins the breakdown of lipids in adipocytes. Epinephrine has a suppressive effect on the immune system.↵",HMDB0000068,CNC[C@H](O)C1=CC(O)=C(O)C=C1,C9H13NO3,"1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1",UCTWMZQNUQWSLP-VIFPVBQESA-N,"4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",-0.42952928501713206,12.652804138341846,183.2044,183.089543287,1.86e+01 g/l,-0.82,-0.99,4,4,3,72.72,49.2303,19.035703709071257,epinephrine,0,1,8.912171883219303,9.694259402931468,1,1,1,0,0,0,MDB00000047,5342
36,Pipecolic acid,"Pipecolic acid is a metabolite of lysine found in human physiological fluids such as urine, plasma and CSF. However, it is uncertain if pipecolic acid originates directly from food intake or from mammalian or intestinal bacterial enzyme metabolism. Recent studies suggest that plasma pipecolic acid, particularly the D-isomer, originates mainly from the catabolism of dietary lysine by intestinal bacteria rather than by direct food intake. Pipecolic acid is a biomarker for the consumption of dried and cooked beans. In classic Zellweger syndrome (a cerebro-hepato-renal genetic disorder, (OMIM 214100) pipecolic acid accumulates in the plasma of the patients. Pipecolic acid is found to be elevated in the blood of newborns (aged 0-30 days old) at a concentration of 9.22 μM compared to normal newborns at a concentration ranging from 0.540-2.460 μM (PMID : 9818927). It is known that plasma pipecolic acid levels are also elevated in patients with chronic liver diseases. Pipecolic acid is moderately elevated in patients with pyridoxine-dependent epilepsy and is found in concentrations of 2.8-23  μM compared to normal individuals at concentrations of 0.4-4.9  μM (PMID: 17068770). Therefore, pipecolic acid may provide as a possible biochemical marker for selecting candidates for pyridoxine therapy (PMID: 10894227). Pipecolic acid was also elevated in CSF in these vitamin B6-responsive patients (PMID 12705501). Pipecolic acid is found to be associated with adrenoleukodystrophy, infantile Refsum disease, and peroxisomal biogenesis defect, which are also inborn errors of metabolism. In individuals with adrenoleukodystrophy, pipecolic acid is found to be elevated in the urine at concentrations of 35.5 (0.93-70.0) μmol/mmol creatinine compared to normal individuals at concentrations of 0.32 (0-0.64)  μmol/mmol creatinine (PMID: 2894756). Cerebrospinal fluid pipecolic acid levels are elevated in infants with infantile Refsum disease at concentrations of 15-64 μM compared to normal infants at concentrations <1.5 μM (PMID: 2427795).",HMDB0000070,OC(=O)C1CCCCN1,C6H11NO2,"1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)",HXEACLLIILLPRG-UHFFFAOYSA-N,piperidine-2-carboxylic acid,-2.1239620485400845,,129.157,129.078978601,1.58e+02 g/l,-2.17,0.09,3,2,1,49.33,32.6653,13.474269717299649,"(+,-)-pipecolic acid",0,0,10.388033490366288,2.063103444066459,1,1,1,0,0,0,MDB00000048,"5179,5245,5248,5251,5252,5325,5366,5374,5425,5488,5540,5554"
37,Deoxyinosine,"Deoxyinosine is a nucleoside that is formed when hypoxanthine is attached to a deoxyribose ring (also known as a ribofuranose) via a beta-N9-glycosidic bond. Deoxyinosine is found in DNA while Inosine is found in RNA. Adenosine deaminase (ADA) catalyzes the conversion of adenosine and deoxyadenosine to inosine and deoxyinosine, respectively. ADA-deficient individuals suffer from severe combined immunodeficiency (SCID) and are unable to produce significant numbers of mature T or B lymphocytes. This occurs as a consequence of the accumulation of ADA substrates or their metabolites. Inosine is also an intermediate in a chain of purine nucleotides reactions required for muscle movements.↵",HMDB0000071,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CN=C2O,C10H12N4O4,"1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1",VGONTNSXDCQUGY-RRKCRQDMSA-N,"9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-9H-purin-6-ol",-0.6649651763333334,13.889081575302495,252.2267,252.085854892,1.01e+01 g/l,-1.67,-1.40,7,3,2,113.52,58.96539999999999,23.69386736747174,2'-deoxy-inosine,0,0,-0.10182461793317621,11.675326207558905,1,3,1,0,0,0,MDB00000049,5209
38,cis-Aconitic acid,"cis-Aconitic acid is an organic acid. It belongs to the class of organic compounds known as tricarboxylic acids and derivatives. These are carboxylic acids containing exactly three carboxyl groups. There are two isomers of aconitic acid, cis-aconitic acid and trans-aconitic acid. Cis-aconitic acid is an intermediate in the tricarboxylic acid cycle produced by the dehydration of citric acid. The enzyme aconitase (aconitate hydratase; EC 4.2.1.3) catalyses the stereo-specific isomerization of citrate to isocitrate via cis-aconitate in the tricarboxylic acid cycle↵",HMDB0000072,OC(=O)C\C(=C\C(O)=O)C(O)=O,C6H6O6,"1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1-",GTZCVFVGUGFEME-IWQZZHSRSA-N,"(1Z)-prop-1-ene-1,2,3-tricarboxylic acid",-0.521036942,3.727127446992898,174.1082,174.016437924,6.72e+00 g/l,-0.41,-1.41,6,3,4,111.89999999999999,35.2305,14.15997033984106,cis-aconitic acid,0,-3,,2.106091815369544,1,0,1,0,0,0,MDB00000050,"5183,5269,5313,5402,5432"
39,Dopamine,"Dopamine is a member of the catecholamine family of neurotransmitters in the brain and is a precursor to epinephrine (adrenaline) and norepinephrine (noradrenaline). Dopamine is synthesized in the body (mainly by nervous tissue and adrenal glands) first by the hydration of the amino acid tyrosine to DOPA by tyrosine hydroxylase and then by the decarboxylation of DOPA by aromatic-L-amino-acid decarboxylase. Dopamine is a major transmitter in the extrapyramidal system of the brain, and important in regulating movement. A family of receptors (dopamine receptors) mediates its action, which plays a major role in reward-motivated behaviour. Dopamine has many other functions outside the brain. In blood vessels, dopamine inhibits norepinephrine release and acts as a vasodilator (at normal concentrations); in the kidneys, it increases sodium excretion and urine output; in the pancreas, it reduces insulin production; in the digestive system, it reduces gastrointestinal motility and protects intestinal mucosa; and in the immune system, it reduces the activity of lymphocytes. Parkinson's disease, a degenerative condition causing tremor and motor impairment, is caused by a loss of dopamine-secreting neurons in an area of the midbrain called the substantia nigra. There is evidence that schizophrenia involves altered levels of dopamine activity, and most antipsychotic drugs used to treat this are dopamine antagonists, which reduce dopamine activity. Attention deficit hyperactivity disorder, bipolar disorder, and addiction are also characterized by defects in dopamine production or metabolism. It has been suggested that animals derived their dopamine-synthesizing machinery from bacteria via horizontal gene transfer that may have occurred relatively late in evolutionary time. This is perhaps a result of the symbiotic incorporation of bacteria into eukaryotic cells that gave rise to mitochondria. Dopamine is elevated in the urine of people who consume bananas. When present in sufficiently high levels, dopamine can be a neurotoxin and a metabotoxin. A neurotoxin is a compound that disrupts or attacks neural tissue. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Dopamine has shown to be chronically elevated in urine of individuals with neuroblastoma, Costello syndrome, leukaemia, phaeochromocytoma, aromatic L-amino acid decarboxylase deficiency, and Menkes disease (MNK) (PMID: 15949155). Dopamine has also been found to be significantly elevated in the cerebrospinal fluid and plasma of Alzheimer’s disease patients in older age groups (PMID: 10494443). A study has shown that urinary dopamine is produced by Bacillus and Serratia (PMID: 24621061). High levels of dopamine can lead to hyperactivity, insomnia, agitation and anxiety, depression, delusions, excessive salivation, nausea, and digestive problems (PMID: 32670493).",HMDB0000073,NCCC1=CC(O)=C(O)C=C1,C8H11NO2,"1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,"4-(2-aminoethyl)benzene-1,2-diol",0.029550238796553753,12.925186084800895,153.1784,153.078978601,7.43e+00 g/l,-0.40,-1.31,3,3,2,66.48,43.248200000000004,16.210926868007363,dopamine,0,1,9.271456202535882,10.007776384659529,1,1,1,0,0,0,MDB00000051,"5179,5185,5218,5259,5313,5331,5342,5371,5501"
40,Dihydrouracil,"Dihydrouracil, or 5,6-dihydrouracil, is an intermediate breakdown product of uracil. Dihydropyrimidine dehydrogenase catalyzes the reduction of uracil to 5, 6-dihydrouracil then another enzyme known as dihydropyrimidinase hydrolyzes 5, 6-dihydrouracil to N-carbamyl-beta-alanine. Finally, beta-ureidopropionase catalyzes the conversion of N-carbamyl-beta-alanine to beta-alanine. Patients with dihydropyrimidinase deficiency (DPYS; also called 5, 6-dihydropyrimidine amidohydrolase, or DHP; EC 3.5.2.2) exhibit highly increased concentrations of 5, 6-dihydrouracil in urine. The direct measurement of the activity of DHP in patients had been hampered by the fact that the enzyme is expressed almost exclusively in liver tissue. Various neurological abnormalities have been described in this group of patients (OMIM 222748).↵",HMDB0000076,O=C1CCNC(=O)N1,C4H6N2O2,"1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)",OIVLITBTBDPEFK-UHFFFAOYSA-N,"1,3-diazinane-2,4-dione",-1.2132077313333332,18.605544735996883,114.1026,114.042927446,2.59e+01 g/l,-1.28,-0.64,2,2,0,58.2,25.745500000000003,10.133629968746801,dihydrouracil,0,0,-7.628772459765097,11.726846896036472,1,1,1,0,0,0,MDB00000052,"5296,5297"
