6	(R)-3-Hydroxybutyric acid	1	Normal	Infant: 1 wk-2 yrs old	Both	Urine	2.0 umol/mmol creatinine	umol/mmol creatinine	NULL	1865	Guneral, F. & Bachmann, C. Age-related reference values for urinary organic acids in a healthy Turkish pediatric population. Clin Chem 40, 862-866 (1994).	8087979
6	(R)-3-Hydroxybutyric acid	1624	Pyruvate Carboxylase Deficiency	Infant: 1 wk-2 yrs old	Unknown	Urine	8.4e+03 umol/mmol creatinine	umol/mmol creatinine	NULL	366626	NULL	28649521
6	(R)-3-Hydroxybutyric acid	115	Diabetes Mellitus Type 2	Adult: >=18 yrs old	Both	Urine	224.0 umol/mmol creatinine	umol/mmol creatinine	NULL	662	Bales, J. R., Higham, D. P., Howe, I., Nicholson, J. K. & Sadler, P. J. Use of high-resolution proton nuclear magnetic resonance spectroscopy for rapid multi-component analysis of urine. Clin Chem 30, 426-432 (1984).	6321058
6	(R)-3-Hydroxybutyric acid	1	Normal	Adult: >=18 yrs old	Both	Urine	0.62 umol/mmol creatinine	umol/mmol creatinine	NULL	366627	NULL	20822677
6	(R)-3-Hydroxybutyric acid	222	Meningitis	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	430.0 (359.0-501.0) uM	uM	NULL	1296	Subramanian, A., Gupta, A., Saxena, S., Gupta, A., Kumar, R., Nigam, A., Kumar, R., Mandal, S. K. & Roy, R. Proton MR CSF analysis and a new software as predictors for the differentiation of meningitis in children. NMR Biomed 18, 213-225 (2005).	15627241
6	(R)-3-Hydroxybutyric acid	1	Normal	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	34.0 (3.0-65.0) uM	uM	NULL	116787	Wishart, D. S., Lewis, M. J., Morrissey, J. A., Flegel, M. D., Jeroncic, K., Xiong, Y., Cheng, D., Eisner, R., Gautam, B., Tzur, D., Sawhney, S., Bamforth, F., Greiner, R. & Li, L. The human cerebrospinal fluid metabolome. J Chromatogr B Analyt Technol Biomed Life Sci 871, 164-173 (2008).	18502700
6	(R)-3-Hydroxybutyric acid	115	Diabetes Mellitus Type 2	Adult: >=18 yrs old	Both	Cerebrospinal_Fluid	6.4e+03 (5.4e+03-7.4e+03) uM	uM	NULL	660	Tasker, R. C., Lutman, D. & Peters, M. J. Hyperventilation in severe diabetic ketoacidosis. Pediatr Crit Care Med 6, 405-411 (2005).	15982426
6	(R)-3-Hydroxybutyric acid	42	Anoxia	Adult: >=18 yrs old	Both	Cellular_Cytoplasm	2.6e+03 (2.5e+03-2.7e+03) uM	uM	NULL	332	Zupke, C., Sinskey, A. J. & Stephanopoulos, G. Intracellular flux analysis applied to the effect of dissolved oxygen on hybridomas. Appl Microbiol Biotechnol 44, 27-36 (1995).	8579834
6	(R)-3-Hydroxybutyric acid	1	Normal	Adult: >=18 yrs old	Both	Cellular_Cytoplasm	1.3e+03 (1.2e+03-1.4e+03) uM	uM	NULL	332	Zupke, C., Sinskey, A. J. & Stephanopoulos, G. Intracellular flux analysis applied to the effect of dissolved oxygen on hybridomas. Appl Microbiol Biotechnol 44, 27-36 (1995).	8579834
6	(R)-3-Hydroxybutyric acid	18	Medium Chain Acyl Co A Dehydrogenase Deficiency	Infant: 1 wk-2 yrs old	Unknown	Blood	1.0e+03 (700.0-1.3e+03) uM	uM	NULL	366620	NULL	11489939
6	(R)-3-Hydroxybutyric acid	1	Normal	Infant: 1 wk-2 yrs old	Unknown	Blood	500.0 (-140.0-500.0) uM	uM	NULL	312804	Robinson, B. H. & Sherwood, W. G. Pyruvate dehydrogenase phosphatase deficiency: a cause of congenital chronic lactic acidosis in infancy. Pediatr Res 9, 935-939 (1975).	172850
6	(R)-3-Hydroxybutyric acid	3049	Pyruvate Dehydrogenase Phosphatase Deficiency	Infant: 1 wk-2 yrs old	Male	Blood	1.8e+03 uM	uM	NULL	312804	Robinson, B. H. & Sherwood, W. G. Pyruvate dehydrogenase phosphatase deficiency: a cause of congenital chronic lactic acidosis in infancy. Pediatr Res 9, 935-939 (1975).	172850
6	(R)-3-Hydroxybutyric acid	1	Normal	Infant: 1 wk-2 yrs old	Unknown	Blood	500.0 uM	uM	NULL	312804	Robinson, B. H. & Sherwood, W. G. Pyruvate dehydrogenase phosphatase deficiency: a cause of congenital chronic lactic acidosis in infancy. Pediatr Res 9, 935-939 (1975).	172850
6	(R)-3-Hydroxybutyric acid	16	Long Chain 3 Hydroxyacyl Co A Dehydrogenase Deficiency	Infant: 1 wk-2 yrs old	Unknown	Blood	140.0 (80.0-200.0) uM	uM	NULL	366620	NULL	11489939
6	(R)-3-Hydroxybutyric acid	1	Normal	Infant: 1 wk-2 yrs old	Unknown	Blood	2.6e+03 (260.0-5.0e+03) uM	uM	NULL	366620	NULL	11489939
6	(R)-3-Hydroxybutyric acid	4281	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Infant: 1 wk-2 yrs old	Female	Blood	1.5e+03 (200.0-2.8e+03) uM	uM	NULL	367366	NULL	11241047
6	(R)-3-Hydroxybutyric acid	1	Normal	Children: 2-17 yrs old	Both	Blood	170.0 (60.0-280.0) uM	uM	NULL	366619	NULL	26079780
6	(R)-3-Hydroxybutyric acid	5988	Preeclampsia/Eclampsia	Adult: >=18 yrs old	Female	Blood	31.6 uM	uM	NULL	367357	NULL	22494326
6	(R)-3-Hydroxybutyric acid	1	Normal	Adult: >=18 yrs old	Both	Blood	86.0 uM	uM	NULL	116819	Ozand, P. T., Hawkins, R. L., Collins, R. M. Jr, Tildon, J. T. & Cornblath, M. A micro-autoanalytic procedure developed for the determination of ketone bodies, gluconeogenic amino acids, pyruvate, lactate, and glucose in metabolic studies. Biochem Med 14, 170-183 (1975).	1220702
6	(R)-3-Hydroxybutyric acid	5	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Infant: 1 wk-2 yrs old	Female	Blood	64.0 uM	uM	NULL	366616	NULL	12072887
6	(R)-3-Hydroxybutyric acid	34	Pregnancy	Adult: >=18 yrs old	Female	Blood	27.0 uM	uM	NULL	367357	NULL	22494326
6	(R)-3-Hydroxybutyric acid	1	Normal	Adult: >=18 yrs old	Both	Blood	60.0 uM	uM	NULL	117921	Burns, S. F., Broom, D. R., Miyashita, M., Ueda, C. & Stensel, D. J. Increased postprandial triacylglycerol concentrations following resistance exercise. Med Sci Sports Exerc 38, 527-533 (2006).	16540841
6	(R)-3-Hydroxybutyric acid	1506	Carnitine Palmitoyltransferase I Deficiency	Children: 2-17 yrs old	Male	Blood	100.0 (-2.4e+03-100.0) uM	uM	NULL	367347	NULL	11286380
6	(R)-3-Hydroxybutyric acid	1	Normal	Children: 2-17 yrs old	Male	Blood	1.8e+03 (500.0-3.0e+03) uM	uM	NULL	366622	NULL	9337379
6	(R)-3-Hydroxybutyric acid	251	Obesity	Adult: >=18 yrs old	Female	Blood	235.0 (218.0-252.0) uM	uM	NULL	1427	Vice, E., Privette, J. D., Hickner, R. C. & Barakat, H. A. Ketone body metabolism in lean and obese women. Metabolism 54, 1542-1545 (2005).	16253646
6	(R)-3-Hydroxybutyric acid	1	Normal	Adult: >=18 yrs old	Female	Blood	100.0 (10.0-190.0) uM	uM	NULL	119457	Jovanovic, L., Metzger, B. E., Knopp, R. H., conley, M. R., Park, E., Lee, Y. J., Simpson, J. L., Holmes, L., Aarons, J. H. & Mills, J. L. The Diabetes in Early Pregnancy Study: beta-hydroxybutyrate levels in type 1 diabetic pregnancy compared with normal pregnancy. NICHD-Diabetes in Early Pregnancy Study Group (DIEP). National Institute of Child Health and Development. Diabetes Care 21, 1978-1984 (1998).	9802754
6	(R)-3-Hydroxybutyric acid	133	Schizophrenia	Adult: >=18 yrs old	Both	Blood	17.6 (13.8-21.4) uM	uM	NULL	366621	NULL	25004141
6	(R)-3-Hydroxybutyric acid	1	Normal	Adult: >=18 yrs old	Both	Blood	76.9 (10.6-143.2) uM	uM	NULL	366618	NULL	21359215
6	(R)-3-Hydroxybutyric acid	115	Diabetes Mellitus Type 2	Adult: >=18 yrs old	Both	Blood	1.4e+03 (1.3e+03-1.5e+03) uM	uM	NULL	659	Sheikh-Ali, M., Karon, B. S., Basu, A., Kudva, Y. C., Muller, L. A., Xu, J., Schwenk, W. F. & Miles, J. M. Can serum beta-hydroxybutyrate be used to diagnose diabetic ketoacidosis? Diabetes Care 31, 643-647 (2008).	18184896
7	Deoxyuridine	5823	Eosinophilic Esophagitis	Children: 2-17 yrs old	Unknown	Urine	1.2 umol/mmol creatinine	umol/mmol creatinine	NULL	367194	Mordechai, Hien, and David S. Wishart	NULL
7	Deoxyuridine	1	Normal	Infant: 1 wk-2 yrs old	Both	Urine	0.30 umol/mmol creatinine	umol/mmol creatinine	NULL	366634	NULL	30817767
9	Cortexolone	2	11 Beta Hydroxylase Deficiency	Infant: 1 wk-2 yrs old	Female	Blood	1.8 uM	uM	NULL	366635	NULL	8933406
9	Cortexolone	1	Normal	Newborn: 0 day-1 wk	Both	Blood	0.060 uM	uM	NULL	366635	NULL	8933406
10	Deoxycorticosterone	1088	Congenital Adrenal Hyperplaia due to 17-alpha-Hydroxylase Deficiency	Adult: >=18 yrs old	Female	Blood	0.0012 uM	uM	NULL	366636	NULL	26161337
10	Deoxycorticosterone	1	Normal	Adult: >=18 yrs old	Female	Blood	0.073 uM	uM	NULL	116900	Pakravan, P., Kenny, F. M., Depp, R. & Allen, A. C. Familial congenital absence of adrenal glands; evaluation of glucocorticoid, mineralocorticoid, and estrogen metabolism in the perinatal period. J Pediatr 84, 74-78 (1974).	12119960
12	Alpha-ketoisovaleric acid	220	Maple Syrup Urine Disease	Adult: >=18 yrs old	Both	Urine	550.0 (300.0-800.0) umol/mmol creatinine	umol/mmol creatinine	NULL	367339	MetaGene: Metabolic & Genetic Information Center 	NULL
12	Alpha-ketoisovaleric acid	1	Normal	Adult: >=18 yrs old	Both	Urine	0.50 (0.20-1.1) umol/mmol creatinine	umol/mmol creatinine	NULL	366611	NULL	24023812
12	Alpha-ketoisovaleric acid	220	Maple Syrup Urine Disease	Children: 2-17 yrs old	Female	Blood	237.0 uM	uM	NULL	367336	Peritoneal dialysis in maple-syrup-urine disease: Studies on branched-chain amino and keto acids. Eur J Pediatr (1980) 134: 57.	NULL
12	Alpha-ketoisovaleric acid	1	Normal	Children: 2-17 yrs old	Both	Blood	14.0 uM	uM	NULL	566	Hoffmann, G. F., Meier-Augenstein, W., Stockler, S., Surtees, R., Rating, D. & Nyhan, W. L. Physiology and pathophysiology of organic acids in cerebrospinal fluid. J Inherit Metab Dis 16, 648-669 (1993).	8412012
13	p-Hydroxyphenylacetic acid	267	Phenylketonuria	Children: 2-17 yrs old	Both	Urine	44.6 (0-110.7) umol/mmol creatinine	umol/mmol creatinine	NULL	366647	NULL	4837567
13	p-Hydroxyphenylacetic acid	1	Normal	Children: 2-17 yrs old	Both	Urine	109.3 (-1.4-109.3) umol/mmol creatinine	umol/mmol creatinine	NULL	367201	BC Children's Hospital Biochemical Genetics Lab	NULL
13	p-Hydroxyphenylacetic acid	5823	Eosinophilic Esophagitis	Children: 2-17 yrs old	Unknown	Urine	18.8 (0-40.4) umol/mmol creatinine	umol/mmol creatinine	NULL	367194	Mordechai, Hien, and David S. Wishart	NULL
13	p-Hydroxyphenylacetic acid	1	Normal	Children: 2-17 yrs old	Both	Urine	109.3 (69.0-109.3) umol/mmol creatinine	umol/mmol creatinine	NULL	367201	BC Children's Hospital Biochemical Genetics Lab	NULL
13	p-Hydroxyphenylacetic acid	212	Lung Cancer	Unknown	Both	Urine	16.0 (1.00-31.0) umol/mmol creatinine	umol/mmol creatinine	NULL	3	Wishart, D. S., Knox, C., Guo, A. C., Eisner, R., Young, N., Gautam, B., Hau, D. D., Psychogios, N., Dong, E., Bouatra, S., Mandal, R., Sinelnikov, I., Xia, J., Jia, L., Cruz, J. A., Lim, E., Sobsey, C. A., Shrivastava, S., Huang, P., Liu, P., Fang, L., Peng, J., Fradette, R., Cheng, D., Tzur, D., Clements, M., Lewis, A., De Souza, A., Zuniga, A., Dawe, M., Xiong, Y., Clive, D., Greiner, R., Nazyrova, A., Shaykhutdinov, R., Li, L., Vogel, H. J. & Forsythe, I. HMDB: a knowledgebase for the human metabolome. Nucleic Acids Res 37, D603-D610 (2009).	18953024
13	p-Hydroxyphenylacetic acid	1	Normal	Children: 2-17 yrs old	Both	Urine	109.3 (79.3-109.3) umol/mmol creatinine	umol/mmol creatinine	NULL	367201	BC Children's Hospital Biochemical Genetics Lab	NULL
13	p-Hydroxyphenylacetic acid	133	Schizophrenia	Adult: >=18 yrs old	Unknown	Cerebrospinal_Fluid	0.31 uM	uM	NULL	765	Kobayashi, K., Koide, Y., Yoshino, K. & Shohmori, T. [P-hydroxyphenylacetic acid concentrations in cerebrospinal fluid]. No To Shinkei 34, 769-774 (1982).	7126379
13	p-Hydroxyphenylacetic acid	1	Normal	Adult: >=18 yrs old	Unknown	Cerebrospinal_Fluid	0.050 uM	uM	NULL	765	Kobayashi, K., Koide, Y., Yoshino, K. & Shohmori, T. [P-hydroxyphenylacetic acid concentrations in cerebrospinal fluid]. No To Shinkei 34, 769-774 (1982).	7126379
15	3-Methoxytyramine	262	Parkinson's Disease	Adult: >=18 yrs old	Unknown	Cerebrospinal_Fluid	0.00050 (0.00020-0.00080) uM	uM	NULL	1459	Loeffler, D. A., LeWitt, P. A., DeMaggio, A. J., Juneau, P. L., Milbury, P. E. & Matson, W. R. Markers of dopamine depletion and compensatory response in striatum and cerebrospinal fluid. J Neural Transm Park Dis Dement Sect 9, 45-53 (1995).	7605589
15	3-Methoxytyramine	1	Normal	Adult: >=18 yrs old	Unknown	Cerebrospinal_Fluid	0.0014 (0.0012-0.0016) uM	uM	NULL	1459	Loeffler, D. A., LeWitt, P. A., DeMaggio, A. J., Juneau, P. L., Milbury, P. E. & Matson, W. R. Markers of dopamine depletion and compensatory response in striatum and cerebrospinal fluid. J Neural Transm Park Dis Dement Sect 9, 45-53 (1995).	7605589
16	(S)-3-Hydroxyisobutyric acid	115	Diabetes Mellitus Type 2	Adult: >=18 yrs old	Both	Blood	38.0 (33.0-43.0) uM	uM	NULL	687	Avogaro, A. & Bier, D. M. Contribution of 3-hydroxyisobutyrate to the measurement of 3-hydroxybutyrate in human plasma: comparison of enzymatic and gas-liquid chromatography-mass spectrometry assays in normal and in diabetic subjects. J Lipid Res 30, 1811-1817 (1989).	2614280
16	(S)-3-Hydroxyisobutyric acid	1	Normal	Adult: >=18 yrs old	Both	Blood	21.0 (19.0-23.0) uM	uM	NULL	687	Avogaro, A. & Bier, D. M. Contribution of 3-hydroxyisobutyrate to the measurement of 3-hydroxybutyrate in human plasma: comparison of enzymatic and gas-liquid chromatography-mass spectrometry assays in normal and in diabetic subjects. J Lipid Res 30, 1811-1817 (1989).	2614280
17	3-O-Sulfogalactosylceramide (d18:1/24:0)	5383	Mild Metachromatic Leukodystrophy	Adult: >=18 yrs old	Both	Urine	12.7 (1.2-24.2) umol/mmol creatinine	umol/mmol creatinine	NULL	1323	Natowicz, M. R., Prence, E. M., Chaturvedi, P. & Newburg, D. S. Urine sulfatides and the diagnosis of metachromatic leukodystrophy. Clin Chem 42, 232-238 (1996).	8595716
17	3-O-Sulfogalactosylceramide (d18:1/24:0)	1	Normal	Adult: >=18 yrs old	Both	Urine	0.20 (0.070-0.34) umol/mmol creatinine	umol/mmol creatinine	NULL	1323	Natowicz, M. R., Prence, E. M., Chaturvedi, P. & Newburg, D. S. Urine sulfatides and the diagnosis of metachromatic leukodystrophy. Clin Chem 42, 232-238 (1996).	8595716
19	Tetrahydrobiopterin	244	Myocardial Infarction	Adult: >=18 yrs old	Both	Blood	0.0044 (0.0037-0.0051) uM	uM	NULL	1408	Yada, T., Kaji, S., Akasaka, T., Mochizuki, S., Ogasawara, Y., Tanemoto, K., Yoshida, K. & Kajiya, F. Changes of asymmetric dimethylarginine, nitric oxide, tetrahydrobiopterin, and oxidative stress in patients with acute myocardial infarction by medical treatments. Clin Hemorheol Microcirc 37, 269-276 (2007).	17726257
19	Tetrahydrobiopterin	1	Normal	Adult: >=18 yrs old	Both	Blood	0.011 (0.010-0.012) uM	uM	NULL	1753	Ueda, S., Matsuoka, H., Miyazaki, H., Usui, M., Okuda, S. & Imaizumi, T. Tetrahydrobiopterin restores endothelial function in long-term smokers. J Am Coll Cardiol 35, 71-75 (2000).	10636262
20	Biotin	5823	Eosinophilic Esophagitis	Children: 2-17 yrs old	Unknown	Urine	58.2 (36.3-80.2) umol/mmol creatinine	umol/mmol creatinine	NULL	367194	Mordechai, Hien, and David S. Wishart	NULL
20	Biotin	1	Normal	Children: 2-17 yrs old	Both	Urine	0.014 (0.0020-0.044) umol/mmol creatinine	umol/mmol creatinine	NULL	1861	Geigy Scientific Tables, 8th Rev edition, pp. 130. Edited by C. Lentner, West Cadwell, N.J.: Medical education Div., Ciba-Geigy Corp. Basel, Switzerland c1981-1992.	NULL
20	Biotin	158	Head Injury	Unknown	Unknown	Cerebrospinal_Fluid	0.023 uM	uM	NULL	367376	NULL	18996865
20	Biotin	1	Normal	Adult: >=18 yrs old	Unknown	Cerebrospinal_Fluid	0.00050 uM	uM	NULL	117035	Livaniou, E., Nyalala, J. O., Anagnostouli, M., Papageorgiou, C., Evangelatos, G. P. & Ithakissios, D. S. Determination of biotin levels in cerebrospinal fluid samples. J Pharm Biomed Anal 21, 875-879 (1999).	10701954
23	Carnosine	72	Carnosinuria	Adult: >=18 yrs old	Unknown	Urine	84.8 (56.6-113.1) umol/mmol creatinine	umol/mmol creatinine	NULL	491	Furst, P. Amino acid metabolism in uremia. J Am Coll Nutr 8, 310-323 (1989).	2674258
23	Carnosine	1	Normal	Adult: >=18 yrs old	Unknown	Urine	4.0 (-52.6-4.0) umol/mmol creatinine	umol/mmol creatinine	NULL	366596	Mayo Clinic	NULL
23	Carnosine	33	Alzheimer's Disease	Adult: >=18 yrs old	Both	Urine	18.8 (8.5-29.1) umol/mmol creatinine	umol/mmol creatinine	NULL	129	Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).	17031479
23	Carnosine	1	Normal	Adult: >=18 yrs old	Both	Urine	1.2 (0.20-4.1) umol/mmol creatinine	umol/mmol creatinine	NULL	366611	NULL	24023812
24	Adenine	5823	Eosinophilic Esophagitis	Children: 2-17 yrs old	Unknown	Urine	7.2 (0.14-14.2) umol/mmol creatinine	umol/mmol creatinine	NULL	367194	Mordechai, Hien, and David S. Wishart	NULL
24	Adenine	1	Normal	Infant: 1 wk-2 yrs old	Both	Urine	0.100 (-14.0-0.100) umol/mmol creatinine	umol/mmol creatinine	NULL	366634	NULL	30817767
24	Adenine	557	Lewy Body Dementia	Adult: >=18 yrs old	Both	Saliva	0.37 (0.16-0.58) uM	uM	NULL	366614	NULL	23857558
24	Adenine	1	Normal	Adult: >=18 yrs old	Female	Saliva	1.1 (0.22-2.1) uM	uM	NULL	366614	NULL	23857558
26	Aldosterone	1085	Lipoid Congenital Adrenal Hyperplasia	Infant: 1 wk-2 yrs old	Female	Urine	5.6e-05 umol/mmol creatinine	umol/mmol creatinine	NULL	366890	NULL	3841304
26	Aldosterone	1	Normal	Infant: 1 wk-2 yrs old	Unknown	Urine	0.0021 umol/mmol creatinine	umol/mmol creatinine	NULL	366596	Mayo Clinic	NULL
26	Aldosterone	1377	Antenatal Bartter Syndrome Type 2	Newborn: 0 day-1 wk	Female	Blood	0.0033 uM	uM	NULL	366654	NULL	26069767
26	Aldosterone	1	Normal	Newborn: 0 day-1 wk	Both	Blood	0.0017 uM	uM	NULL	335449	Adachi, M., Asakura, Y., Sato, Y., Tajima, T., Nakajima, T., Yamamoto, T. & Fujieda, K. Novel SLC12A1 (NKCC2) mutations in two families with Bartter syndrome type 1. Endocr J 54, 1003-1007 (2007).	17998760
26	Aldosterone	4011	Type 4B Bartter Syndrome	Newborn: 0 day-1 wk	Female	Blood	0.042 uM	uM	NULL	366660	NULL	18310267
26	Aldosterone	1	Normal	Newborn: 0 day-1 wk	Female	Blood	0.0025 uM	uM	NULL	198860	Kim, C. J., Lin, L., Huang, N., Quigley, C. A., AvRuskin, T. W., Achermann, J. C. & Miller, W. L. Severe combined adrenal and gonadal deficiency caused by novel mutations in the cholesterol side chain cleavage enzyme, P450scc. J Clin Endocrinol Metab 93, 696-702 (2008).	18182448
26	Aldosterone	1088	Congenital Adrenal Hyperplaia due to 17-alpha-Hydroxylase Deficiency	Adolescent:13-18 yrs old	Female	Blood	1.1e-05 uM	uM	NULL	366656	NULL	16477341
26	Aldosterone	1	Normal	Adolescent:13-18 yrs old	Unknown	Blood	0.00021 uM	uM	NULL	366658	NULL	8142230
26	Aldosterone	2278	Antenatal Bartter Syndrome Type 1	Newborn: 0 day-1 wk	Female	Blood	0.0036 uM	uM	NULL	335449	Adachi, M., Asakura, Y., Sato, Y., Tajima, T., Nakajima, T., Yamamoto, T. & Fujieda, K. Novel SLC12A1 (NKCC2) mutations in two families with Bartter syndrome type 1. Endocr J 54, 1003-1007 (2007).	17998760
26	Aldosterone	4299	Congenital Adrenal Insufficiency with 46,XY Sex Reversal	Newborn: 0 day-1 wk	Female	Blood	0.00013 uM	uM	NULL	198860	Kim, C. J., Lin, L., Huang, N., Quigley, C. A., AvRuskin, T. W., Achermann, J. C. & Miller, W. L. Severe combined adrenal and gonadal deficiency caused by novel mutations in the cholesterol side chain cleavage enzyme, P450scc. J Clin Endocrinol Metab 93, 696-702 (2008).	18182448
26	Aldosterone	1098	Corticosterone Methyloxidase Type I Deficiency	Infant: 1 wk-2 yrs old	Female	Blood	7.8e-05 uM	uM	NULL	366659	NULL	27125267
26	Aldosterone	1	Normal	Infant: 1 wk-2 yrs old	Unknown	Blood	0.00049 uM	uM	NULL	366657	NULL	19861545
26	Aldosterone	1085	Lipoid Congenital Adrenal Hyperplasia	Infant: 1 wk-2 yrs old	Female	Blood	6.9e-05 (-0.00035-6.9e-05) uM	uM	NULL	367338	NULL	9077535
27	Dihydrobiopterin	83	Chronic Kidney Disease	Adult: >=18 yrs old	Both	Blood	0.064 (0.059-0.068) uM	uM	NULL	1152	Yokoyama, K., Tajima, M., Yoshida, H., Nakayama, M., Tokutome, G., Sakagami, H. & Hosoya, T. Plasma pteridine concentrations in patients with chronic renal failure. Nephrol Dial Transplant 17, 1032-1036 (2002).	12032193
27	Dihydrobiopterin	1	Normal	Adult: >=18 yrs old	Both	Blood	0.0060 (0.0057-0.0063) uM	uM	NULL	1152	Yokoyama, K., Tajima, M., Yoshida, H., Nakayama, M., Tokutome, G., Sakagami, H. & Hosoya, T. Plasma pteridine concentrations in patients with chronic renal failure. Nephrol Dial Transplant 17, 1032-1036 (2002).	12032193
28	Butyric acid	27	A.I.D.S.	Adult: >=18 yrs old	Both	Urine	0.18 (0.14-0.22) umol/mmol creatinine	umol/mmol creatinine	NULL	90	Stein, T. P., Koerner, B., Schluter, M. D., Leskiw, M. J., Gaprindachvilli, T., Richards, E. W., Cope, F. O. & Condolucci, D. Weight loss, the gut and the inflammatory response in aids patients. Cytokine 9, 143-147 (1997).	9071566
